"frame","timestamp","nose_x","nose_y","nose_z","nose_confidence","left_eye_inner_x","left_eye_inner_y","left_eye_inner_z","left_eye_inner_confidence","left_eye_x","left_eye_y","left_eye_z","left_eye_confidence","left_eye_outer_x","left_eye_outer_y","left_eye_outer_z","left_eye_outer_confidence","right_eye_inner_x","right_eye_inner_y","right_eye_inner_z","right_eye_inner_confidence","right_eye_x","right_eye_y","right_eye_z","right_eye_confidence","right_eye_outer_x","right_eye_outer_y","right_eye_outer_z","right_eye_outer_confidence","left_ear_x","left_ear_y","left_ear_z","left_ear_confidence","right_ear_x","right_ear_y","right_ear_z","right_ear_confidence","mouth_left_x","mouth_left_y","mouth_left_z","mouth_left_confidence","mouth_right_x","mouth_right_y","mouth_right_z","mouth_right_confidence","left_shoulder_x","left_shoulder_y","left_shoulder_z","left_shoulder_confidence","right_shoulder_x","right_shoulder_y","right_shoulder_z","right_shoulder_confidence","left_elbow_x","left_elbow_y","left_elbow_z","left_elbow_confidence","right_elbow_x","right_elbow_y","right_elbow_z","right_elbow_confidence","left_wrist_x","left_wrist_y","left_wrist_z","left_wrist_confidence","right_wrist_x","right_wrist_y","right_wrist_z","right_wrist_confidence","left_pinky_x","left_pinky_y","left_pinky_z","left_pinky_confidence","right_pinky_x","right_pinky_y","right_pinky_z","right_pinky_confidence","left_index_x","left_index_y","left_index_z","left_index_confidence","right_index_x","right_index_y","right_index_z","right_index_confidence","left_thumb_x","left_thumb_y","left_thumb_z","left_thumb_confidence","right_thumb_x","right_thumb_y","right_thumb_z","right_thumb_confidence","left_hip_x","left_hip_y","left_hip_z","left_hip_confidence","right_hip_x","right_hip_y","right_hip_z","right_hip_confidence","left_knee_x","left_knee_y","left_knee_z","left_knee_confidence","right_knee_x","right_knee_y","right_knee_z","right_knee_confidence","left_ankle_x","left_ankle_y","left_ankle_z","left_ankle_confidence","right_ankle_x","right_ankle_y","right_ankle_z","right_ankle_confidence","left_heel_x","left_heel_y","left_heel_z","left_heel_confidence","right_heel_x","right_heel_y","right_heel_z","right_heel_confidence","left_foot_index_x","left_foot_index_y","left_foot_index_z","left_foot_index_confidence","right_foot_index_x","right_foot_index_y","right_foot_index_z","right_foot_index_confidence"
"503","16.7667","0.50206","0.27657","-0.00468","0.9324","0.48588","0.26159","-0.00976","0.9510","0.47725","0.26094","-0.01213","0.9544","0.47297","0.26529","-0.01128","0.9930","0.51978","0.26336","-0.00483","0.9467","0.52525","0.26282","-0.00178","0.9251","0.53143","0.26388","-0.00374","0.9280","0.46803","0.27621","-0.00130","0.9833","0.54035","0.27032","0.00586","0.9551","0.49225","0.30199","-0.00692","0.9517","0.51310","0.29852","-0.00721","0.9392","0.42729","0.39875","-0.01288","0.9443","0.57912","0.40100","-0.00929","0.9526","0.41268","0.50285","-0.07589","0.9421","0.58572","0.50050","-0.07005","0.9394","0.42621","0.57576","-0.12143","0.9618","0.57873","0.57960","-0.11454","0.9094","0.41962","0.59721","-0.12816","0.9414","0.58485","0.59590","-0.11863","0.9574","0.41413","0.59522","-0.12584","0.9924","0.59083","0.59003","-0.12004","0.9743","0.42904","0.59177","-0.11956","0.9440","0.57481","0.59056","-0.11423","0.9479","0.45579","0.63384","0.00203","0.9759","0.54749","0.63372","0.00850","0.9507","0.45114","0.72422","-0.05399","0.9653","0.55167","0.71791","-0.04498","0.9596","0.45560","0.92070","0.00118","0.9645","0.55012","0.91994","0.00834","0.9281","0.45938","0.94277","0.01796","0.9411","0.55193","0.93986","0.02312","0.9271","0.45772","0.94853","-0.02199","0.9477","0.54781","0.95250","-0.01571","0.9724"
"504","16.8000","0.50248","0.27838","-0.00817","0.9478","0.48643","0.26622","-0.01180","0.9404","0.47829","0.26385","-0.01316","0.9630","0.47250","0.26785","-0.01196","0.9621","0.52262","0.26690","-0.00242","0.9212","0.52611","0.26713","0.00048","0.9296","0.53389","0.26575","-0.00245","0.9336","0.46878","0.27717","0.00157","0.9950","0.53932","0.28000","0.00759","0.9307","0.49328","0.30112","-0.00566","0.9482","0.51580","0.30393","-0.00414","0.9511","0.42686","0.40097","-0.01363","0.9461","0.58079","0.40049","-0.00918","0.9354","0.41494","0.50717","-0.07739","0.9625","0.58939","0.50450","-0.07127","0.9731","0.42468","0.57703","-0.12703","0.9623","0.57633","0.57724","-0.12102","0.9171","0.41878","0.59851","-0.13146","0.9859","0.58711","0.59781","-0.12193","0.9618","0.41767","0.59277","-0.12932","0.9622","0.59094","0.59223","-0.12354","0.9157","0.42791","0.59356","-0.12580","0.9713","0.57652","0.59445","-0.11593","0.9161","0.46092","0.63916","0.00040","0.9330","0.55131","0.64110","0.00901","0.9470","0.45072","0.72298","-0.05872","0.9610","0.55396","0.72060","-0.04876","0.9386","0.45740","0.92080","0.00395","0.9615","0.54864","0.92265","0.01145","0.9480","0.45665","0.94173","0.02122","0.9598","0.54567","0.93897","0.02787","0.9585","0.45867","0.94922","-0.02239","0.9826","0.54736","0.95261","-0.01396","0.9391"
"505","16.8333","0.50432","0.27891","-0.00956","0.9441","0.48528","0.26576","-0.01184","0.9362","0.47880","0.26500","-0.01280","0.9602","0.47079","0.26698","-0.01271","0.9331","0.52286","0.26667","-0.00522","0.9122","0.52602","0.26568","-0.00039","0.9525","0.53599","0.26706","-0.00123","0.9476","0.46939","0.27685","0.00159","0.9788","0.53839","0.28230","0.00767","0.9542","0.49355","0.30240","-0.00485","0.9447","0.51647","0.30386","-0.00436","0.9425","0.42616","0.40281","-0.01458","0.9713","0.58043","0.39929","-0.00940","0.9593","0.41612","0.50388","-0.07561","0.9569","0.58959","0.50660","-0.07086","0.9950","0.42375","0.57711","-0.12663","0.9393","0.57606","0.57655","-0.12157","0.9377","0.42194","0.59675","-0.13306","0.9950","0.58527","0.59913","-0.12107","0.9533","0.41539","0.59297","-0.13031","0.9722","0.59159","0.59125","-0.12440","0.9237","0.42785","0.59483","-0.12635","0.9741","0.57580","0.59402","-0.11640","0.9179","0.45896","0.64249","0.00033","0.9499","0.55058","0.64321","0.00955","0.9220","0.45065","0.72234","-0.05840","0.9684","0.55400","0.72089","-0.05003","0.9414","0.45757","0.92176","0.00362","0.9440","0.54666","0.92251","0.01125","0.9592","0.45696","0.94081","0.02217","0.9580","0.54681","0.93958","0.02700","0.9641","0.45922","0.94847","-0.02117","0.9711","0.54570","0.95118","-0.01353","0.9573"
"506","16.8667","0.50379","0.28484","-0.00551","0.9028","0.48286","0.27215","-0.01460","0.9792","0.47682","0.26933","-0.01374","0.9521","0.47296","0.27039","-0.01008","0.9856","0.52134","0.27414","-0.00438","0.9517","0.52757","0.26899","-0.00600","0.9542","0.53002","0.27083","-0.00467","0.9607","0.46767","0.28247","-0.00227","0.9333","0.53637","0.27826","0.00593","0.8928","0.49500","0.30461","-0.00788","0.9551","0.51310","0.30540","-0.00725","0.9489","0.42791","0.40401","-0.01528","0.9347","0.58022","0.40661","-0.00953","0.9601","0.41784","0.50552","-0.08091","0.9698","0.58926","0.51007","-0.07353","0.9454","0.42655","0.58004","-0.12679","0.9490","0.57816","0.58016","-0.12208","0.9599","0.41481","0.59895","-0.13365","0.9871","0.58547","0.59809","-0.12742","0.9428","0.41702","0.59482","-0.12992","0.9602","0.59049","0.59511","-0.12728","0.9307","0.43270","0.59541","-0.12848","0.9604","0.57260","0.59111","-0.12040","0.9538","0.45748","0.64303","0.00299","0.9415","0.54929","0.64887","0.00899","0.9359","0.45012","0.72022","-0.06357","0.9437","0.55134","0.72217","-0.05248","0.9437","0.45739","0.92070","0.00206","0.9463","0.55102","0.92461","0.00817","0.9483","0.45492","0.93923","0.01892","0.9376","0.54885","0.94291","0.02666","0.9218","0.45632","0.95105","-0.02342","0.9617","0.54714","0.95177","-0.01798","0.9042"
"507","16.9000","0.50237","0.28408","-0.00702","0.9236","0.48438","0.27290","-0.00959","0.9783","0.48143","0.27531","-0.01310","0.9800","0.47670","0.27480","-0.01186","0.9382","0.52197","0.27493","-0.00451","0.9667","0.52788","0.27012","-0.00637","0.9079","0.52973","0.27194","-0.00837","0.9422","0.46731","0.28445","-0.00534","0.9654","0.54061","0.28489","0.00282","0.9870","0.48984","0.30862","-0.00948","0.9537","0.51537","0.31239","-0.00813","0.9299","0.42680","0.41073","-0.01798","0.9789","0.58011","0.41173","-0.00984","0.9314","0.41650","0.51060","-0.07907","0.9684","0.58935","0.50678","-0.07435","0.9559","0.42509","0.58280","-0.13196","0.9591","0.57692","0.57847","-0.12439","0.9150","0.41902","0.59968","-0.13988","0.9721","0.58907","0.59653","-0.12825","0.9533","0.41365","0.59293","-0.13552","0.9772","0.58977","0.59268","-0.12633","0.9360","0.43093","0.59540","-0.12832","0.9558","0.57781","0.59527","-0.12424","0.9095","0.46031","0.65033","0.00472","0.9707","0.54686","0.64845","0.00735","0.9185","0.45588","0.72350","-0.05999","0.9571","0.55181","0.72073","-0.05598","0.9309","0.45886","0.92004","0.00211","0.9727","0.54850","0.92197","0.01345","0.9685","0.45913","0.94111","0.01592","0.9510","0.54766","0.94014","0.02306","0.9303","0.45851","0.94912","-0.02226","0.9462","0.55024","0.95307","-0.01440","0.9721"
"508","16.9333","0.50342","0.28723","-0.01059","0.9902","0.48504","0.27604","-0.01166","0.9630","0.47933","0.27137","-0.01116","0.9533","0.47334","0.27697","-0.01080","0.9939","0.52154","0.27487","-0.00606","0.9186","0.52694","0.27427","-0.00587","0.9497","0.53467","0.27594","-0.00906","0.8739","0.46674","0.28490","-0.00101","0.9734","0.53905","0.28453","0.00233","0.9354","0.49262","0.30910","-0.00522","0.9491","0.51393","0.31439","-0.00690","0.9374","0.42835","0.41323","-0.01824","0.9452","0.57640","0.41022","-0.01271","0.9607","0.41649","0.51075","-0.08528","0.9950","0.58720","0.50930","-0.07563","0.9653","0.42412","0.58292","-0.13347","0.9812","0.57591","0.58417","-0.12696","0.9449","0.41934","0.59861","-0.13817","0.9738","0.58653","0.60290","-0.13121","0.9212","0.41445","0.59437","-0.13795","0.9642","0.58996","0.59600","-0.13024","0.9355","0.43071","0.59571","-0.12968","0.9674","0.57421","0.59457","-0.12563","0.9190","0.45632","0.64953","0.00275","0.9197","0.54912","0.65182","0.00670","0.9469","0.45284","0.71934","-0.06374","0.9950","0.55219","0.72305","-0.05216","0.9336","0.45638","0.92238","-0.00049","0.9758","0.54972","0.92059","0.01169","0.9476","0.45872","0.94100","0.01383","0.9648","0.55026","0.94140","0.02813","0.9285","0.45705","0.95209","-0.02463","0.9746","0.54834","0.95070","-0.01632","0.9278"
"509","16.9667","0.50403","0.28981","-0.00752","0.9544","0.48649","0.27792","-0.01557","0.9497","0.47783","0.27198","-0.01287","0.9495","0.47657","0.27615","-0.01063","0.9950","0.51737","0.27767","-0.00850","0.9530","0.52642","0.27194","-0.00767","0.9370","0.53196","0.27632","-0.00551","0.9451","0.46693","0.28646","-0.00399","0.9922","0.53622","0.28705","0.00383","0.9321","0.49390","0.30922","-0.00867","0.9424","0.51357","0.31110","-0.00740","0.9489","0.42653","0.41477","-0.01818","0.9628","0.57917","0.41160","-0.01132","0.9204","0.41951","0.50961","-0.08126","0.9601","0.58571","0.51114","-0.07412","0.9335","0.42789","0.57959","-0.13324","0.9670","0.57916","0.58390","-0.12470","0.9474","0.41695","0.60049","-0.13826","0.9735","0.58619","0.60410","-0.12980","0.9153","0.41532","0.59556","-0.13823","0.9258","0.58803","0.59600","-0.12922","0.9270","0.43158","0.59734","-0.13196","0.9483","0.57424","0.59531","-0.12631","0.9455","0.45808","0.65551","0.00130","0.9280","0.54623","0.65192","0.01129","0.9386","0.45437","0.72410","-0.06224","0.9824","0.55496","0.72095","-0.05304","0.9432","0.45992","0.91966","0.00316","0.9545","0.54914","0.92084","0.00984","0.9463","0.45669","0.94310","0.01767","0.9316","0.54781","0.93868","0.02527","0.9322","0.45812","0.94962","-0.01902","0.9506","0.54997","0.94761","-0.01588","0.9481"
"510","17.0000","0.50339","0.28932","-0.00768","0.9661","0.48684","0.27785","-0.01471","0.9410","0.47819","0.27303","-0.01393","0.9610","0.47439","0.27432","-0.01069","0.9708","0.51735","0.27883","-0.00652","0.9239","0.52394","0.27230","-0.00677","0.9124","0.53150","0.27668","-0.00698","0.9617","0.46821","0.28752","-0.00209","0.9844","0.53676","0.28701","0.00567","0.9185","0.49052","0.30785","-0.00925","0.9257","0.51485","0.31136","-0.00745","0.9412","0.42867","0.41448","-0.01737","0.9372","0.57934","0.41150","-0.01160","0.9424","0.41767","0.51144","-0.08384","0.9633","0.58586","0.51182","-0.07624","0.9601","0.42892","0.58037","-0.13487","0.9650","0.57976","0.58231","-0.12179","0.9651","0.41802","0.60142","-0.13946","0.9703","0.58592","0.60247","-0.12577","0.9286","0.41382","0.59475","-0.13759","0.9477","0.58868","0.59614","-0.12840","0.9136","0.43044","0.59727","-0.13204","0.9484","0.57537","0.59555","-0.12652","0.9766","0.45760","0.65528","0.00113","0.9362","0.54569","0.65010","0.00842","0.9312","0.45169","0.72252","-0.06197","0.9531","0.55580","0.72017","-0.05219","0.9505","0.46178","0.92250","0.00419","0.9631","0.54957","0.92156","0.00947","0.9498","0.45682","0.94238","0.01717","0.9432","0.54957","0.93917","0.02487","0.9390","0.45867","0.94808","-0.01846","0.9386","0.54942","0.94784","-0.01847","0.9332"
"511","17.0333","0.50617","0.28538","-0.00752","0.9214","0.48495","0.27723","-0.01076","0.9441","0.47954","0.27364","-0.01399","0.9674","0.47334","0.27546","-0.01212","0.9629","0.52140","0.27611","-0.00541","0.9736","0.52729","0.27378","-0.00623","0.9561","0.53316","0.27829","-0.00495","0.9341","0.46689","0.28683","-0.00249","0.9513","0.54108","0.28676","0.00257","0.9532","0.49355","0.31294","-0.00823","0.9718","0.51062","0.31363","-0.01084","0.9950","0.42782","0.40953","-0.01600","0.9231","0.57810","0.41074","-0.01157","0.9290","0.41659","0.51339","-0.08283","0.9722","0.58989","0.51053","-0.07459","0.9580","0.42613","0.58282","-0.13251","0.9810","0.57964","0.57989","-0.12721","0.9381","0.42024","0.59762","-0.13526","0.9751","0.58626","0.60253","-0.12985","0.9270","0.41508","0.59460","-0.13745","0.9273","0.59460","0.59586","-0.12977","0.9489","0.43037","0.59822","-0.13395","0.9606","0.57594","0.59092","-0.12601","0.9409","0.45517","0.65174","0.00219","0.9766","0.54805","0.65074","0.00950","0.9012","0.45264","0.71927","-0.06262","0.9553","0.55125","0.72264","-0.05416","0.9643","0.45853","0.92448","0.00440","0.9592","0.54703","0.92139","0.01252","0.9318","0.45404","0.94390","0.01682","0.9576","0.54812","0.93877","0.02268","0.9510","0.45730","0.95454","-0.02137","0.9755","0.54624","0.95104","-0.01426","0.9412"
"512","17.0667","0.50561","0.28345","-0.00678","0.9539","0.48203","0.27470","-0.01419","0.9455","0.48094","0.26856","-0.01524","0.9668","0.46795","0.27332","-0.01567","0.9674","0.52154","0.27544","-0.00177","0.9222","0.52457","0.27387","-0.00871","0.9202","0.53236","0.27780","-0.00336","0.9729","0.46588","0.28376","-0.00397","0.9670","0.53924","0.28429","0.00655","0.9531","0.49498","0.31121","-0.01088","0.9651","0.51402","0.31007","-0.01159","0.9549","0.42480","0.41150","-0.01971","0.9484","0.57700","0.40765","-0.00822","0.9567","0.41550","0.51225","-0.08163","0.9642","0.58435","0.50774","-0.07054","0.9685","0.42529","0.58054","-0.13496","0.9687","0.57584","0.58207","-0.12453","0.9204","0.41849","0.59960","-0.13597","0.9372","0.58521","0.60048","-0.12863","0.9425","0.41436","0.59555","-0.13545","0.9602","0.59072","0.59577","-0.12633","0.9383","0.43169","0.59662","-0.13137","0.9550","0.57515","0.59389","-0.12253","0.9395","0.45499","0.64841","0.00206","0.9640","0.54981","0.64906","0.00881","0.9211","0.45010","0.72057","-0.06147","0.9448","0.55289","0.72247","-0.05728","0.9281","0.45789","0.92166","0.00317","0.9490","0.54755","0.91975","0.01194","0.9602","0.45676","0.93895","0.01846","0.9193","0.54737","0.94065","0.02712","0.9092","0.45500","0.94948","-0.02218","0.9805","0.54903","0.94824","-0.01793","0.9370"
"513","17.1000","0.50090","0.28131","-0.01278","0.9758","0.48569","0.27115","-0.01179","0.9532","0.47898","0.26698","-0.01365","0.8988","0.46928","0.27358","-0.01233","0.9657","0.52167","0.26725","-0.00417","0.9188","0.52648","0.26986","-0.00782","0.9676","0.53219","0.27285","-0.00344","0.9591","0.46910","0.28017","-0.00183","0.9651","0.53424","0.27885","0.00726","0.9516","0.49414","0.30655","-0.00671","0.9631","0.51310","0.30873","-0.00619","0.9715","0.42425","0.40429","-0.01646","0.9860","0.57701","0.40566","-0.00928","0.9110","0.41560","0.50996","-0.07843","0.9377","0.58848","0.50750","-0.07417","0.9622","0.42710","0.57884","-0.13101","0.9539","0.57570","0.57973","-0.11676","0.9128","0.41829","0.59933","-0.13458","0.9812","0.58322","0.59994","-0.12633","0.9349","0.41167","0.59437","-0.13360","0.9950","0.59060","0.59434","-0.12799","0.9571","0.43249","0.59320","-0.12459","0.9486","0.57568","0.59362","-0.12085","0.9356","0.45491","0.64525","0.00018","0.9577","0.54546","0.64575","0.00931","0.9369","0.45273","0.72003","-0.05988","0.9719","0.55412","0.72207","-0.05210","0.9494","0.45984","0.92477","0.00120","0.9812","0.54748","0.91995","0.01237","0.9311","0.45440","0.94332","0.01788","0.9482","0.54888","0.94273","0.02190","0.9556","0.45834","0.94914","-0.02300","0.9187","0.54759","0.95318","-0.01583","0.9084"
"514","17.1333","0.50238","0.28314","-0.01136","0.9613","0.48541","0.27080","-0.01248","0.9534","0.47754","0.26797","-0.01141","0.9288","0.46944","0.27365","-0.01082","0.9531","0.51985","0.26919","-0.00307","0.9439","0.52804","0.26956","-0.00729","0.9644","0.53404","0.27497","-0.00423","0.9435","0.47043","0.28118","-0.00226","0.9852","0.53368","0.27879","0.00697","0.9594","0.49237","0.30654","-0.00624","0.9686","0.51239","0.30680","-0.00564","0.9464","0.42573","0.40455","-0.01605","0.9864","0.57716","0.40654","-0.00916","0.8965","0.41531","0.51081","-0.08004","0.9711","0.58712","0.50833","-0.07507","0.9541","0.42632","0.58137","-0.12965","0.9540","0.57855","0.58170","-0.11641","0.9550","0.41944","0.60086","-0.13369","0.9501","0.58455","0.60218","-0.12706","0.9376","0.41248","0.59371","-0.13423","0.9910","0.58739","0.59342","-0.12773","0.9442","0.43204","0.59342","-0.12426","0.9620","0.57435","0.59528","-0.12173","0.9354","0.45350","0.64707","0.00043","0.9658","0.54698","0.64136","0.00854","0.9543","0.45457","0.71864","-0.05909","0.9770","0.55357","0.72001","-0.05133","0.9455","0.45788","0.92106","0.00417","0.9783","0.54701","0.91998","0.01102","0.9385","0.45553","0.94216","0.01649","0.9432","0.54433","0.94004","0.02527","0.9392","0.45835","0.94991","-0.02233","0.9494","0.54786","0.95286","-0.01646","0.9147"
"515","17.1667","0.50184","0.27868","-0.00734","0.9788","0.48535","0.26857","-0.00922","0.9617","0.48164","0.26375","-0.01151","0.9270","0.47227","0.26744","-0.00852","0.9401","0.52129","0.26704","-0.00645","0.9319","0.52618","0.26708","-0.00292","0.9083","0.53217","0.27048","-0.00453","0.9369","0.46623","0.27828","0.00154","0.9487","0.53807","0.27647","0.00958","0.9567","0.49138","0.30457","-0.00808","0.9921","0.51405","0.29882","-0.00787","0.9387","0.42975","0.40390","-0.01375","0.9435","0.57652","0.40479","-0.00950","0.9533","0.41766","0.50314","-0.07767","0.9565","0.58787","0.50611","-0.07098","0.9444","0.42535","0.58353","-0.12606","0.9699","0.57749","0.57856","-0.11573","0.9749","0.42018","0.59655","-0.12824","0.9950","0.58574","0.60043","-0.12147","0.9361","0.41534","0.59367","-0.13130","0.9514","0.59022","0.59079","-0.12234","0.9356","0.43038","0.59366","-0.12609","0.9290","0.57292","0.59105","-0.11898","0.9265","0.45414","0.63975","0.00158","0.9809","0.55233","0.64032","0.00953","0.9250","0.44753","0.72078","-0.06013","0.9660","0.55011","0.72189","-0.05003","0.9636","0.45457","0.92122","0.00047","0.9699","0.54594","0.92519","0.00805","0.9397","0.45580","0.94628","0.01765","0.9932","0.54785","0.94174","0.02451","0.9713","0.45499","0.95095","-0.02484","0.9588","0.55088","0.95410","-0.01469","0.9403"
"516","17.2000","0.50119","0.27396","-0.00485","0.9339","0.48585","0.26299","-0.01179","0.9549","0.47935","0.26598","-0.01336","0.9204","0.47432","0.26221","-0.00846","0.9495","0.51906","0.26314","-0.00178","0.9315","0.52582","0.26348","-0.00128","0.9848","0.53346","0.26092","-0.00224","0.9461","0.46731","0.27569","0.00068","0.9950","0.54117","0.27139","0.00608","0.9501","0.48956","0.30054","-0.00529","0.9561","0.50831","0.29845","-0.00839","0.9734","0.42679","0.39520","-0.01271","0.9318","0.57939","0.39705","-0.00807","0.8945","0.41767","0.50155","-0.07199","0.9335","0.58863","0.49874","-0.06634","0.9493","0.42360","0.57645","-0.12350","0.9714","0.57895","0.57448","-0.11412","0.9367","0.41984","0.59585","-0.12530","0.9672","0.58879","0.59526","-0.11674","0.9625","0.41404","0.59207","-0.12722","0.9690","0.58929","0.59186","-0.11700","0.9413","0.43119","0.59359","-0.12256","0.9522","0.57431","0.59237","-0.11413","0.9619","0.45597","0.63384","0.00162","0.9456","0.54756","0.63769","0.01186","0.9416","0.45333","0.71942","-0.05518","0.9332","0.55253","0.72409","-0.04879","0.9545","0.45354","0.92160","0.00128","0.9767","0.54769","0.91968","0.01140","0.9283","0.45705","0.94232","0.01804","0.9259","0.54788","0.93779","0.02529","0.9407","0.45193","0.95123","-0.02110","0.9606","0.55086","0.95008","-0.01396","0.9310"
"517","17.2333","0.50414","0.26720","-0.00527","0.9795","0.48385","0.25943","-0.00973","0.9630","0.47869","0.25667","-0.01023","0.9310","0.47629","0.25833","-0.00712","0.9435","0.52425","0.25968","-0.00040","0.9602","0.52353","0.25467","-0.00443","0.9120","0.53087","0.25824","-0.00247","0.9308","0.46674","0.26480","0.00153","0.9847","0.53751","0.26879","0.00633","0.9769","0.49100","0.29612","-0.00532","0.9703","0.50955","0.28953","-0.00264","0.9738","0.42781","0.39355","-0.01530","0.9380","0.57639","0.39125","-0.00481","0.9491","0.41752","0.49788","-0.07243","0.9927","0.58759","0.49773","-0.06691","0.9545","0.42656","0.57356","-0.11834","0.9582","0.57804","0.57838","-0.10921","0.9453","0.41832","0.59346","-0.12046","0.9184","0.58808","0.59052","-0.11577","0.9503","0.41612","0.58778","-0.12247","0.9637","0.59118","0.58726","-0.11257","0.9411","0.43167","0.58823","-0.11647","0.9762","0.57262","0.58731","-0.10916","0.9313","0.45381","0.63156","-0.00106","0.9495","0.54557","0.62692","0.00868","0.9557","0.45330","0.72167","-0.05107","0.9710","0.55120","0.71862","-0.04415","0.9428","0.45532","0.92461","0.00065","0.9860","0.54746","0.92026","0.00796","0.9476","0.45651","0.94204","0.01166","0.9729","0.54610","0.94154","0.02607","0.9424","0.45663","0.95060","-0.02298","0.9803","0.54820","0.94819","-0.01741","0.9261"
"518","17.2667","0.50245","0.26533","-0.00465","0.9625","0.48306","0.25450","-0.00842","0.9731","0.47572","0.24883","-0.00923","0.9754","0.47201","0.25257","-0.00943","0.9636","0.51696","0.24958","-0.00071","0.9635","0.52630","0.24950","-0.00339","0.9285","0.52992","0.25218","0.00337","0.9835","0.46827","0.25928","0.00371","0.9892","0.53617","0.26145","0.01243","0.9240","0.49235","0.28709","-0.00564","0.9451","0.51011","0.28734","-0.00242","0.9516","0.42706","0.38372","-0.01320","0.9322","0.57548","0.38657","-0.00380","0.9385","0.41323","0.49072","-0.06701","0.9631","0.58807","0.49327","-0.06162","0.8882","0.42830","0.57273","-0.11077","0.9288","0.57811","0.56699","-0.10843","0.9567","0.41507","0.59082","-0.11911","0.9871","0.58881","0.58874","-0.10809","0.9577","0.41540","0.58657","-0.12013","0.9572","0.58952","0.58653","-0.11183","0.9435","0.42793","0.58822","-0.11347","0.9537","0.57230","0.58774","-0.10215","0.9025","0.45423","0.62191","0.00079","0.9554","0.54734","0.62078","0.00935","0.9258","0.45488","0.72412","-0.05042","0.9383","0.54992","0.71981","-0.04141","0.9422","0.45673","0.91926","-0.00115","0.9950","0.54808","0.92156","0.01053","0.9472","0.45911","0.94348","0.01788","0.9745","0.54859","0.93851","0.02232","0.9436","0.45690","0.95225","-0.02268","0.9574","0.54831","0.95214","-0.01528","0.9376"
"519","17.3000","0.50171","0.26461","-0.00511","0.9361","0.48341","0.25305","-0.00841","0.9521","0.47498","0.24807","-0.00790","0.9861","0.47176","0.25150","-0.00767","0.9756","0.51790","0.24997","-0.00060","0.9428","0.52556","0.24899","-0.00384","0.9075","0.53061","0.25441","0.00373","0.9609","0.46874","0.26151","0.00223","0.9451","0.53424","0.26074","0.01083","0.9275","0.49232","0.28478","-0.00351","0.9392","0.51208","0.28624","-0.00341","0.9433","0.42717","0.38575","-0.01297","0.9578","0.57753","0.38670","-0.00259","0.9635","0.41101","0.49134","-0.06839","0.9557","0.58718","0.49518","-0.06049","0.9116","0.42759","0.57173","-0.11165","0.9141","0.57836","0.56795","-0.10670","0.9432","0.41722","0.59047","-0.11921","0.9569","0.58837","0.59090","-0.11030","0.9852","0.41436","0.58616","-0.11966","0.9706","0.58823","0.58680","-0.11208","0.9392","0.42858","0.58564","-0.11466","0.9458","0.57496","0.58760","-0.10023","0.9250","0.45475","0.62234","0.00148","0.9523","0.54850","0.62175","0.00871","0.9242","0.45369","0.72270","-0.04986","0.9448","0.54989","0.72018","-0.04192","0.9288","0.45665","0.92249","0.00232","0.9892","0.54644","0.92141","0.01163","0.9320","0.45846","0.94362","0.01656","0.9621","0.55046","0.93816","0.02085","0.9202","0.45601","0.95116","-0.02015","0.9457","0.54676","0.95216","-0.01455","0.9447"
"520","17.3333","0.50313","0.25577","-0.00128","0.9564","0.48310","0.24388","-0.00780","0.9950","0.47594","0.24181","-0.00544","0.9950","0.47092","0.24330","-0.00725","0.9527","0.51839","0.24854","0.00005","0.9494","0.52316","0.24394","-0.00254","0.9720","0.53242","0.24674","-0.00085","0.9653","0.46678","0.25198","0.00160","0.9628","0.53552","0.25739","0.00784","0.9542","0.49364","0.28244","-0.00339","0.9870","0.51574","0.28097","-0.00490","0.9379","0.42636","0.37948","-0.01152","0.9750","0.57620","0.37856","-0.00017","0.9253","0.41684","0.48968","-0.06546","0.9729","0.58500","0.48710","-0.05724","0.9409","0.42671","0.56633","-0.10881","0.9630","0.57609","0.56988","-0.09946","0.9202","0.41706","0.59038","-0.11263","0.9252","0.58474","0.58712","-0.10396","0.9537","0.41253","0.58764","-0.11437","0.9724","0.58860","0.58607","-0.10711","0.9358","0.43035","0.58103","-0.10499","0.9622","0.57398","0.58254","-0.09719","0.9944","0.45706","0.61321","0.00025","0.9916","0.54906","0.61043","0.00835","0.9305","0.45074","0.71994","-0.04721","0.9766","0.55024","0.72137","-0.03853","0.9814","0.45783","0.92336","0.00055","0.9788","0.54611","0.92151","0.00939","0.9080","0.45738","0.94117","0.01928","0.9849","0.54829","0.94134","0.02694","0.9634","0.45719","0.94977","-0.02131","0.9948","0.54630","0.95007","-0.01261","0.9530"
